staff_charge_per_night,Staff Timings (Staff Related Queries),Can staff stay and work for 24hours and cost (Staff Related Queries),Overtime done by Staff Charges and Timings,Errand Charge (Guest Basic Queries)
Guest Staff - 2500++,"Male : 8 am - 10 pm                                  
 Female : 8 am - 8pm",No,1200 Rs (10pm-2am)/ day per staff,300++
